42.250795 0.272257 0.002406 100.963540
48.334757 0.204706 0.000649 104.129151
45.484584 0.290931 0.000148 109.050357
45.569331 0.242493 0.002752 102.393111
49.339315 0.251622 0.000138 41.910183
42.044674 0.292213 0.000446 113.506131
44.420793 0.234127 0.002398 67.185824
46.711008 0.277186 0.000863 140.603260
47.203440 0.257844 0.001352 42.575280
42.710206 0.226081 0.001636 48.263479
44.385642 0.266398 0.002443 71.521941
44.049682 0.216591 0.002736 105.713841
45.858275 0.260896 0.000602 147.704919
47.829120 0.254793 0.000993 75.111684
48.393763 0.229157 0.001832 132.860753
45.697970 0.254772 0.002240 110.153702
47.461378 0.266169 0.002641 104.376606
46.338817 0.225087 0.001327 45.216258
49.321514 0.244934 0.002973 101.148349
49.794420 0.240636 0.002385 101.852362
48.743400 0.221684 0.002997 94.950368
48.999984 0.282158 0.000237 99.038490
45.671612 0.250100 0.001039 50.021054
49.155101 0.208341 0.000715 56.900242
46.432266 0.287668 0.000135 79.838451
48.925453 0.260244 0.001816 44.315286
44.057752 0.269826 0.000282 56.376340
46.947328 0.247468 0.001433 44.113429
45.011451 0.290224 0.001750 126.600652
47.714143 0.278327 0.000628 109.833440
43.223305 0.232127 0.002322 132.720073
42.018933 0.299704 0.001342 69.064838
45.457580 0.222389 0.000856 88.995671
43.259497 0.217552 0.000201 128.524955
44.856189 0.281835 0.000598 85.094554
44.270019 0.224009 0.002249 144.396633
46.248052 0.253309 0.001771 145.284208
49.902337 0.226654 0.001419 71.490767
44.441764 0.272341 0.001511 130.872860
45.576687 0.236192 0.002727 52.518836
47.154224 0.297745 0.001863 65.770879
43.884044 0.293683 0.000250 132.377738
43.306089 0.293501 0.001392 48.893424
49.131954 0.289234 0.002473 57.556249
43.469763 0.233864 0.000500 78.277806
49.502722 0.273886 0.002589 80.713880
45.766323 0.283032 0.002731 87.498738
44.482194 0.294883 0.002038 121.770848
49.280460 0.223622 0.002046 112.934406
48.584411 0.278158 0.000820 104.432138
47.756231 0.207029 0.000587 97.068888
45.304501 0.252819 0.002520 80.376984
42.382102 0.281892 0.001938 145.087047
45.473652 0.222757 0.002855 118.115737
42.676537 0.295820 0.000670 45.748422
42.447048 0.279310 0.001816 125.962512
49.924533 0.244809 0.001110 88.617662
42.616200 0.208527 0.001803 90.286546
44.708891 0.221331 0.002340 94.096777
48.685284 0.227144 0.001707 64.546201
44.811635 0.270893 0.001188 49.054502
46.769458 0.260421 0.001637 93.281257
49.963700 0.209621 0.000291 47.525556
42.144991 0.209170 0.002177 140.809921
45.212223 0.217914 0.001533 115.796592
47.491484 0.250885 0.001974 121.979190
42.813748 0.299995 0.001060 124.890640
43.064512 0.205607 0.000232 58.491406
44.443156 0.265744 0.002733 95.907584
45.676335 0.299177 0.000723 136.764154
49.236485 0.295037 0.001996 62.099976
43.657133 0.259213 0.001840 58.276156
45.964791 0.263345 0.001915 62.910254
45.740779 0.208647 0.002036 92.513330
43.272276 0.239260 0.000904 98.281543
49.124513 0.287972 0.001584 70.213771
43.339079 0.216703 0.000127 47.925614
43.923590 0.222426 0.002825 136.013796
45.590112 0.225453 0.001616 99.935044
44.356644 0.274820 0.001670 128.445973
49.067979 0.221937 0.002986 80.534805
44.614452 0.215876 0.000013 82.245853
49.182348 0.255385 0.001954 124.203984
47.639436 0.214431 0.000141 56.773985
46.131098 0.220821 0.000067 71.936944
45.224873 0.220481 0.002056 80.232845
48.634424 0.222071 0.002916 55.939639
46.530133 0.222249 0.000896 103.832707
49.840401 0.284192 0.002220 122.732776
42.105215 0.250845 0.002865 118.659501
49.029877 0.217768 0.002628 104.706889
44.789606 0.222683 0.000500 121.549938
43.464058 0.241264 0.001587 86.741992
43.681961 0.250500 0.002075 140.843378
44.649511 0.234876 0.001378 136.737157
47.585641 0.273931 0.002773 75.811800
42.423900 0.243892 0.000513 120.758482
47.985848 0.220275 0.002348 82.288930
49.034524 0.285354 0.000733 140.207243
49.068253 0.294004 0.001522 113.923109
44.401485 0.220749 0.001301 111.374801
43.911502 0.207825 0.000671 63.143382
44.982757 0.299056 0.000705 135.111158
49.256969 0.229430 0.000489 66.702365
46.360928 0.235337 0.002279 68.540493
46.207088 0.292637 0.002280 93.027400
47.728815 0.219121 0.000988 94.122069
45.167548 0.281906 0.001974 89.498111
48.774609 0.203880 0.000839 75.597273
48.662188 0.281171 0.000691 42.389601
43.372753 0.292893 0.000477 53.405967
42.971427 0.295655 0.002046 78.005637
42.029261 0.255728 0.000201 41.668018
49.869588 0.243454 0.002957 46.033835
46.391971 0.293484 0.000645 65.465759
43.897110 0.254990 0.001383 41.996224
44.057849 0.275826 0.000756 104.249396
49.136805 0.262449 0.001190 108.299865
46.086042 0.223155 0.002844 71.345669
43.585719 0.247367 0.000408 45.701645
43.965176 0.277115 0.000179 121.213557
48.476263 0.231129 0.002314 68.181512
43.960436 0.270202 0.002240 74.500408
45.358948 0.284303 0.000129 57.078966
43.753737 0.206452 0.002781 52.718584
45.640361 0.219334 0.002269 104.457016
48.437529 0.253353 0.002660 135.796860
46.958629 0.220528 0.002320 87.960803
42.447937 0.262078 0.001079 142.697592
43.689331 0.286260 0.000653 45.229511
47.926560 0.244223 0.002750 91.291875
46.146089 0.277219 0.000685 75.611908
45.676303 0.224866 0.000155 137.465012
43.581939 0.282372 0.001562 131.551423
44.003513 0.263783 0.000368 90.111754
49.124915 0.259746 0.000910 140.861782
44.992470 0.286846 0.000941 99.469376
44.968364 0.251826 0.002322 86.886410
42.973953 0.237884 0.001559 125.959146
47.636681 0.211448 0.001889 99.491451
45.669654 0.201823 0.000559 76.694972
44.298237 0.273983 0.000907 131.728086
43.622383 0.213073 0.002761 106.917145
